Claim_ID,Date_of_Claim,Claim_Amount,Claim_Status,Reason_for_Claim,Policy_ID
CLM93962756,2022-07-21,41635,Approved,Rather bring common.,POL67483768
CLM98173955,2021-02-25,33869,Approved,Position draw national.,POL74405232
CLM82985348,2024-03-23,68606,Pending,Let senior sister believe let tax.,POL83180602
CLM76255023,2023-11-17,89201,Denied,View account follow almost movie financial effect.,POL66670427
CLM07774737,2024-12-07,48923,Approved,Scene leave feeling single model.,POL01356668
CLM48827917,2020-01-15,77386,Denied,Continue own training simply with both prove.,POL17867504
CLM00992830,2022-10-16,25524,Approved,Parent scientist teacher particular.,POL72738203
CLM24403660,2020-06-13,98481,Pending,Yes available that ball college let.,POL25611191
CLM55073265,2024-02-14,52716,Approved,Trade lose behind since education lawyer radio especially.,POL53014679
CLM78460197,2023-12-03,88694,Denied,Right happy successful.,POL54521184
CLM47437291,2022-08-28,74579,Denied,Avoid indicate mouth.,POL77573735
CLM62595957,2022-03-26,84370,Pending,Art throughout rule movement traditional.,POL62243302
CLM37211061,2020-04-12,31228,Approved,Despite break floor war sport final describe.,POL75156897
CLM66801712,2022-01-23,81686,Pending,Wind value ever class.,POL16109896
CLM68393561,2024-03-17,20146,Denied,Sell professional anyone quality central who fact.,POL64845458
CLM03130460,2021-09-22,5011,Denied,Rule environment TV.,POL26422191
CLM12795976,2020-06-18,6148,Approved,Brother moment yes.,POL03245677
CLM07150285,2022-05-20,60693,Approved,Agent southern traditional guy yourself turn.,POL63542337
CLM17273639,2023-03-27,2058,Approved,Half movie center position.,POL48245779
CLM16684721,2024-03-14,6650,Approved,Early do value glass.,POL73588867
CLM56641868,2021-10-01,33911,Denied,Hundred room wide several get.,POL97021693
CLM05799710,2024-04-04,2180,Pending,Rise how whom public news face.,POL23778009
CLM61157444,2020-02-24,65707,Pending,Threat last off break not.,POL31787198
CLM70564579,2022-09-12,82560,Approved,Citizen relationship base while assume and.,POL12291756
CLM21227950,2024-07-23,48824,Pending,Oil huge writer seven turn trade PM.,POL41303027
CLM30911790,2021-02-02,50546,Pending,International life full themselves direction age.,POL18186401
CLM78880544,2024-06-30,89263,Pending,Card condition military citizen southern weight fight.,POL24286854
CLM15909916,2022-01-03,52801,Approved,Series you plan number.,POL05161978
CLM10171407,2024-03-30,39075,Approved,Side soldier change we although.,POL83180478
CLM08654938,2024-07-10,52736,Denied,Among however win manage country somebody.,POL03884605
CLM79177169,2021-04-12,95658,Denied,Type see create accept month relate do must.,POL79694527
CLM24808284,2023-07-15,73241,Denied,Respond identify moment one.,POL07837542
CLM76116780,2024-12-22,73953,Denied,Decision ahead recently including.,POL99575360
CLM47892834,2020-09-01,9595,Pending,Visit method receive important.,POL85814059
CLM02304771,2021-12-25,7308,Approved,Live along mean good water know.,POL41128359
CLM38961131,2021-08-13,2928,Pending,According director join weight try sit show.,POL11308160
CLM89665798,2024-04-28,35492,Approved,Degree someone less future only.,POL60959014
CLM51555784,2024-05-19,57984,Pending,Job game also bed policy less process.,POL61781970
CLM25905652,2023-02-14,94381,Approved,Someone center as final.,POL81358654
CLM29212787,2020-04-29,59385,Pending,Nothing benefit situation operation treat ability so simply.,POL12712372
CLM31229312,2023-09-13,55390,Denied,Wish international blue animal popular.,POL55036826
CLM75836112,2020-04-30,64558,Approved,Policy fine together.,POL01957491
CLM25680921,2024-01-15,5293,Approved,Play finally read.,POL48449977
CLM12317708,2023-07-04,10807,Denied,Themselves vote mission occur apply item.,POL20995447
CLM23750929,2019-12-28,18590,Approved,Style explain structure economic film get floor prepare.,POL47426160
CLM43123238,2024-07-19,12170,Pending,Body study few remain nearly.,POL66521872
CLM26277144,2023-12-10,40826,Denied,Action necessary produce worker network.,POL85219139
CLM69216863,2021-07-12,19913,Approved,Social son reduce important early.,POL02268449
CLM15175906,2020-10-31,6388,Approved,Apply speech throughout action cup field.,POL80458341
CLM43574676,2021-06-22,25862,Denied,Skill eight property girl project though.,POL56170272
CLM63158584,2022-06-18,57696,Denied,Number officer land understand your account.,POL33819244
CLM68333371,2024-08-25,31492,Approved,Be anyone their write question.,POL47491023
CLM51316921,2021-03-09,17514,Denied,Little choice social.,POL70310488
CLM73731132,2021-01-04,80148,Pending,Watch phone history concern kitchen discussion talk.,POL69274209
CLM37135256,2023-03-19,14248,Denied,Situation player event sense account hold catch knowledge.,POL50804542
CLM63102936,2022-10-30,82180,Approved,Collection great gun chance.,POL96919228
CLM90747675,2020-08-15,39982,Approved,Cold determine purpose history.,POL96996630
CLM15856995,2021-06-14,83239,Approved,Rule act particular.,POL91389692
CLM55602010,2022-05-31,10750,Pending,Board Democrat reduce still minute deep.,POL39742907
CLM86261414,2020-02-15,35018,Approved,Maybe tend late task happen change early stage.,POL77489665
CLM71915144,2022-01-12,38572,Approved,House fill turn begin.,POL71842215
CLM02402593,2020-09-10,67372,Pending,Receive direction us economy according run article fly.,POL99316807
CLM09022453,2021-09-05,60955,Approved,Door detail bit note partner hospital wind shoulder.,POL24286854
CLM15050249,2021-11-20,13318,Approved,Society condition oil affect myself.,POL67260165
CLM98772302,2020-12-28,60907,Denied,Capital position institution task nearly issue hour.,POL85437892
CLM51536585,2020-08-31,50093,Pending,Trip very level remain.,POL24855714
CLM26221009,2023-04-18,52961,Pending,Your action tonight avoid lawyer seat.,POL31363009
CLM19532780,2021-01-12,27459,Denied,Dog activity crime product win sing region under.,POL13533618
CLM71617693,2021-12-11,91411,Pending,Might media fine think nice thank.,POL43843486
CLM02290488,2023-08-21,93939,Denied,Station miss drop well.,POL68796597
CLM32513094,2022-06-20,95047,Pending,Use quickly get movie black report everybody.,POL41015273
CLM02247959,2021-09-17,3099,Pending,Talk scientist data benefit great.,POL77315241
CLM63683650,2021-01-29,36709,Approved,Seven traditional eye think establish.,POL11905173
CLM68217551,2024-12-02,14246,Denied,Fire claim pattern strong.,POL52358331
CLM29860295,2022-05-30,85128,Pending,Until I will difficult contain senior whole.,POL61913458
CLM02061792,2023-10-10,91866,Pending,Visit performance employee.,POL45374585
CLM93248529,2021-05-01,24723,Approved,Team our decide hit four south gas.,POL58798776
CLM55715908,2023-01-26,64343,Approved,However need American level meeting.,POL32733098
CLM54759071,2023-08-02,34945,Approved,Threat big direction free.,POL41060024
CLM41885953,2021-02-22,91064,Denied,Choice it field into.,POL23964698
CLM21199317,2024-08-09,91677,Pending,Customer open role impact analysis speak.,POL85503272
CLM46070775,2020-09-18,31679,Approved,Exist simply measure government Democrat.,POL23193106
CLM28525562,2024-06-05,58310,Denied,Be far behavior.,POL74142880
CLM80719270,2024-06-10,18804,Pending,Air of feeling be foot.,POL47004965
CLM73212355,2024-06-07,52437,Denied,Thousand why area my imagine.,POL89737164
CLM25252836,2020-01-13,80576,Approved,Nor know identify street.,POL19924089
CLM73282783,2022-04-30,44921,Denied,Rest keep use table near.,POL85095212
CLM68112966,2023-11-23,60921,Denied,All south myself reveal list reduce leg.,POL27953445
CLM98987280,2022-11-30,97863,Denied,Watch weight cause national red.,POL67118908
CLM57924619,2023-03-31,2561,Pending,Color imagine today when as resource.,POL94939056
CLM45019356,2022-08-13,34211,Denied,Real house might hand raise ask finish.,POL40483314
CLM39420485,2024-11-02,51534,Denied,Decision radio product.,POL26361547
CLM65427568,2022-12-25,30732,Pending,Animal simple opportunity better newspaper population.,POL83680669
CLM47691319,2020-03-05,46692,Denied,Office turn huge inside sense around while.,POL56002531
CLM05660013,2021-11-20,21899,Pending,Voice cup language do.,POL05755013
CLM83580366,2023-04-19,31118,Approved,Culture marriage experience.,POL53803304
CLM19509621,2024-07-25,38277,Pending,Outside as watch success scientist.,POL30735842
CLM87480798,2023-06-28,77477,Pending,Station special consider too sound federal.,POL89376913
CLM14997126,2023-06-14,15638,Approved,Though people fly white fire.,POL11702115
CLM19636897,2020-12-14,98497,Denied,Cup within check people.,POL61950574
CLM39465583,2020-09-05,14206,Denied,Pay dog ask then.,POL48783282
CLM60982585,2022-05-27,59186,Approved,Building close item today reason.,POL73709176
CLM04188965,2023-05-20,59828,Denied,Decade kind ask among include government term coach.,POL43732564
CLM73102622,2022-05-01,33490,Approved,Body yard card exist road.,POL10731593
CLM96316230,2023-09-20,94284,Pending,Interest carry hospital best.,POL28953016
CLM03181729,2022-01-02,80957,Approved,Lawyer later thank performance send so.,POL69314251
CLM77662600,2020-01-25,86425,Denied,Face property later break condition.,POL44229118
CLM08666318,2021-01-29,5521,Pending,Entire scene keep drop.,POL98320607
CLM67986490,2022-07-15,29450,Denied,Certainly ground letter decade south.,POL60601098
CLM79342954,2020-02-01,23752,Approved,Way recent family seek increase marriage chance.,POL90127927
CLM86469306,2024-04-27,25200,Pending,College dream physical.,POL18418327
CLM81878457,2023-01-09,95193,Pending,Since ball simply we.,POL43561258
CLM00496718,2020-11-09,82922,Approved,Door realize wall nothing.,POL31435265
CLM62244133,2020-06-01,2080,Denied,Plan then future public physical all science.,POL36441440
CLM30010886,2022-03-25,73879,Approved,Likely animal away right record answer travel goal.,POL60529596
CLM29755461,2023-08-03,70749,Approved,Institution process meeting.,POL39940079
CLM75305401,2024-09-01,22943,Approved,Ago well street like offer understand us religious.,POL60046834
CLM46235684,2022-09-18,44108,Denied,More very movie space.,POL16711858
CLM80461692,2021-10-11,94030,Denied,Nothing almost teacher bar send.,POL79111025
CLM48548945,2022-03-07,96697,Pending,Happy charge help.,POL86724189
CLM49396448,2023-06-09,63682,Pending,Someone practice large brother value among.,POL26441179
CLM74185558,2021-09-08,88498,Approved,Consumer remain radio site collection.,POL23016733
CLM04407133,2021-06-21,33870,Denied,Fear behind expert.,POL83318258
CLM77874378,2024-01-03,32369,Pending,There quality image four vote notice three.,POL71741054
CLM93490557,2020-09-14,56566,Denied,Financial response fund raise.,POL56345921
CLM06354914,2023-09-10,65698,Denied,Sister see even impact represent.,POL24090621
CLM31276958,2024-12-08,42495,Denied,Decade light group down.,POL42603948
CLM25720034,2022-01-08,94195,Denied,Contain yard worry population doctor.,POL14461196
CLM78698012,2020-10-19,18439,Pending,Food range recent value realize.,POL27486372
CLM38161680,2023-10-11,63081,Approved,Exist future believe future cover character spend.,POL77239759
CLM06948651,2022-04-24,27937,Approved,Himself effect half season.,POL95337810
CLM66183550,2021-08-08,16317,Approved,His election deep create set.,POL80607251
CLM00725454,2020-03-30,14358,Pending,Sister authority data major main top.,POL37997689
CLM37417491,2023-11-17,40847,Denied,Nation forget seem.,POL12389694
CLM31542917,2020-02-28,28203,Pending,Laugh first beat example prepare arrive.,POL80458341
CLM47125748,2023-03-19,92228,Denied,American loss business idea home second majority office.,POL03990592
CLM11631662,2022-03-02,34925,Approved,Alone sell focus answer hour front.,POL28953016
CLM91009042,2020-10-14,79564,Pending,Field student that suggest.,POL69805915
CLM96382104,2024-07-23,1666,Pending,Everybody that economy management Mrs project.,POL56975228
CLM23620474,2022-12-28,83836,Approved,Least leave mind present night arm area.,POL21436071
CLM00415447,2022-02-15,8615,Pending,Between yeah instead later moment show.,POL41871042
CLM48048444,2022-04-24,78672,Pending,Must force focus hotel coach sign crime.,POL41321341
CLM77793679,2022-02-01,32805,Denied,Southern clearly stage former control actually.,POL79051924
CLM66112237,2022-03-23,63746,Approved,Outside trouble radio of each walk him.,POL74071022
CLM55563437,2024-09-27,27441,Approved,Structure member similar hand claim glass leave.,POL77315241
CLM63413535,2020-11-11,70919,Approved,Himself need century car forget.,POL54140134
CLM12838480,2023-03-23,58681,Denied,Game other road important training new.,POL65318927
CLM90326161,2023-11-09,81162,Pending,Land yard national away rate if.,POL14997788
CLM36843766,2022-07-17,96061,Approved,Hundred century always figure customer.,POL99187964
CLM90465134,2022-02-06,90920,Pending,Police where whole activity.,POL03891541
CLM73319861,2020-06-08,17829,Denied,Exactly source technology season new coach.,POL99509489
CLM33764680,2024-03-21,21883,Approved,Message travel tonight work whatever.,POL64810571
CLM99364183,2021-05-29,15194,Pending,Stand deep lay finally or art.,POL55589679
CLM80576904,2023-09-09,68109,Denied,Week must indeed believe must practice other party.,POL68286311
CLM31036262,2024-07-07,87359,Pending,Feeling tax subject fight born she.,POL18009742
CLM57242341,2021-07-26,22810,Denied,Decide pretty along those significant check clearly.,POL72902683
CLM64453743,2024-07-16,62630,Approved,Pressure toward to much believe point.,POL87573741
CLM33537886,2021-07-25,52795,Denied,Such officer public drive process win data.,POL35621374
CLM59687856,2021-01-14,82370,Pending,Industry cultural improve movie beat experience moment.,POL26862449
CLM44629747,2022-07-06,32617,Denied,Likely general tax assume effect.,POL56909701
CLM00350963,2020-09-01,5790,Pending,Suddenly test onto very common sport decade.,POL47692099
CLM25323159,2020-01-16,26091,Pending,During group everybody goal until game think.,POL27171310
CLM37744882,2023-11-01,98710,Denied,Thing chair inside station commercial citizen determine.,POL48548690
CLM46648028,2023-07-06,66218,Approved,Join Mr own price vote yet cell.,POL38182158
CLM70722308,2024-02-07,32884,Denied,Question class majority unit create.,POL94555399
CLM95471500,2021-09-14,87436,Pending,Administration reality cold none federal prepare.,POL44219481
CLM28302219,2023-08-27,11617,Approved,Affect site resource human.,POL42467906
CLM51875091,2023-11-04,9308,Pending,Specific door ball past board save administration conference.,POL85425957
CLM02658516,2022-07-19,88570,Approved,Condition development century case.,POL56668614
CLM43702385,2020-11-29,77928,Pending,Sister serious camera friend clearly.,POL34252252
CLM44082328,2022-03-10,16388,Pending,Stuff song true safe sea.,POL97255988
CLM02074112,2024-11-26,15439,Denied,Capital collection one adult even perform data push.,POL28314464
CLM80477099,2024-10-03,10122,Denied,Accept energy girl course democratic wind sing.,POL55402770
CLM84994532,2023-02-09,80471,Denied,Community degree cause onto painting meeting left.,POL28256709
CLM32437205,2023-03-05,63646,Pending,According difference call traditional history dream.,POL16340905
CLM16166974,2021-01-17,9314,Approved,Alone system thought would explain these.,POL13079535
CLM51719023,2023-09-20,82005,Denied,Fear then season his.,POL52466157
CLM32485147,2022-07-01,81221,Approved,Five until whom relationship born exist election.,POL70674011
CLM59876441,2022-11-26,69552,Pending,Magazine talk different.,POL80929677
CLM84034165,2023-11-30,61844,Denied,Range plant present car million when take eight.,POL18326349
CLM57651610,2024-05-27,30468,Pending,Meet study mouth same blood.,POL09886051
CLM57497274,2024-03-02,87257,Approved,Body prevent safe.,POL60212438
CLM03891086,2024-08-17,19452,Approved,Where air majority tonight actually leader wife.,POL18735683
CLM15337482,2020-12-10,96152,Pending,Red involve media set too future.,POL95397773
CLM91484728,2020-08-17,87328,Pending,Discuss want property these.,POL89719894
CLM96180988,2021-12-29,92352,Denied,Situation drop carry kid travel.,POL36741877
CLM88121176,2020-03-17,31230,Denied,Especially listen material your full else.,POL71852289
CLM33916956,2024-05-18,33520,Pending,Agree under kid however man example option.,POL30201413
CLM38496499,2021-09-02,79094,Pending,Seek many line power network.,POL92817192
CLM65572504,2021-03-21,60863,Denied,Toward measure series while option at direction.,POL75237627
CLM61395951,2023-09-26,56888,Denied,Authority animal list job community feeling nature.,POL01976477
CLM50786253,2024-05-10,88894,Denied,Tree ten turn politics.,POL32822609
CLM96703252,2024-06-01,10611,Approved,Check instead agent eye.,POL73709176
CLM81766059,2023-03-26,39365,Denied,Think reality successful professor.,POL07319671
CLM53460892,2024-07-10,9424,Denied,Southern paper either energy history.,POL62323938
CLM19475272,2021-11-11,1471,Approved,Pay area girl old.,POL61367355
CLM90415723,2022-10-09,94528,Denied,People attorney mention responsibility show network.,POL54361849
CLM31129051,2020-09-10,50538,Pending,Page occur hotel commercial.,POL48633548
CLM16329673,2021-05-08,43830,Approved,Today good option decide.,POL45794212
CLM87098049,2023-11-16,44800,Denied,Remember consumer building our according scene.,POL79306031
CLM21860547,2020-09-16,22423,Approved,Better have call teacher side year never trade.,POL68041288
CLM45091521,2023-12-12,20422,Denied,Account truth past here back newspaper capital office.,POL08536084
CLM09859285,2021-12-22,54039,Approved,Drop audience common individual wide many speak.,POL92268094
CLM01933578,2020-01-06,21670,Denied,Total within technology soldier.,POL75410004
CLM06480978,2024-04-09,95365,Denied,Leave happy field than.,POL58860880
CLM75615216,2021-05-06,46208,Pending,Television decision chair often state approach.,POL95945115
CLM83952964,2022-06-26,14647,Denied,Choose tough gas position bar.,POL10353696
CLM03822259,2020-04-29,61457,Approved,Visit task history.,POL34826521
CLM71495942,2022-04-02,31583,Approved,About knowledge safe.,POL28656372
CLM15359510,2021-12-16,17844,Pending,Analysis well speech wish body say bad.,POL85094282
CLM03030032,2021-03-05,38930,Pending,Than executive kid they guy.,POL40777572
CLM25563553,2020-07-19,66624,Denied,Manager around candidate life quite start positive.,POL53360521
CLM60274704,2023-12-29,17639,Denied,Question foot budget pretty.,POL01538534
CLM22307346,2023-11-04,14398,Pending,Traditional send station issue carry group simple example.,POL21075384
CLM88077870,2020-07-24,95205,Approved,Green deal here cause.,POL79861668
CLM87080778,2020-11-13,19061,Pending,Often particularly new under.,POL07509618
CLM73153493,2022-12-09,72319,Approved,Assume person institution from.,POL28345234
CLM37370734,2022-03-20,65527,Pending,Western own cultural outside.,POL46414237
CLM76975483,2022-07-27,67464,Approved,Page evidence sense discover best hundred reality.,POL80458341
CLM63459578,2024-05-10,49357,Pending,For response page floor send modern better indicate.,POL61092074
CLM00276866,2024-07-21,96451,Pending,Listen minute inside stage again activity agency.,POL75516899
CLM43765774,2020-10-08,55869,Denied,Face someone position ten provide interview.,POL43491977
CLM47662078,2021-04-06,50392,Denied,Industry interview cell rise.,POL07319671
CLM26273095,2022-05-28,41966,Approved,Involve eight house third choose choice.,POL69427919
CLM49426018,2021-12-26,4493,Approved,Himself blue old find.,POL25708156
CLM38333316,2023-01-23,62967,Pending,Such two feel what about indicate few beyond.,POL49133977
CLM08864370,2021-12-18,68619,Pending,Position indeed yeah dinner too Democrat defense run.,POL53804570
CLM86874621,2024-02-14,48979,Denied,Bag leg beautiful eat yet a.,POL54750482
CLM82611169,2020-05-30,91815,Pending,No everybody space draw.,POL50111095
CLM92078263,2020-07-28,95931,Pending,Turn paper let us heavy soldier movement.,POL32669675
CLM88754330,2021-11-16,14499,Denied,Attention would fight impact.,POL04717815
CLM48877123,2024-01-13,97984,Denied,Career program yeah share air.,POL80015306
CLM86379673,2023-10-20,10317,Pending,Center discussion community true.,POL30398822
CLM39189771,2020-01-06,12717,Approved,Such benefit remember skin.,POL39911083
CLM85833081,2023-11-12,44243,Pending,Issue treat growth recognize product.,POL92351882
CLM25935849,2022-08-28,22789,Approved,Somebody response main them also up.,POL18309119
CLM95970461,2023-01-08,15115,Pending,Kitchen compare trade beautiful still rate sister.,POL28971853
CLM44404847,2023-05-26,44215,Denied,Practice interest play history.,POL41122818
CLM07033185,2020-06-25,29834,Approved,Lot believe weight now economy here.,POL94723645
CLM97567802,2022-03-18,32416,Approved,Father store kind kid.,POL21355048
CLM94834798,2022-07-04,88739,Approved,Detail require term else.,POL23114064
CLM39151806,2024-04-13,94279,Approved,Stop decision seat the late type.,POL97641219
CLM48747260,2021-11-17,94256,Denied,Trip push them.,POL02648001
CLM28415959,2023-08-26,90852,Pending,Name structure factor mind whole police west.,POL90422168
CLM81551560,2022-01-10,85970,Pending,Civil physical eat hotel.,POL69974800
CLM32408375,2021-04-16,43432,Pending,Seem read sport officer probably use country.,POL13412239
CLM55482801,2020-10-01,84399,Pending,Write cover camera war.,POL90492389
CLM09806420,2023-10-10,31233,Pending,Decide must plant wrong yeah.,POL66023892
CLM81565947,2024-06-22,43057,Denied,Lay everything take sport address set.,POL19058769
CLM56276858,2023-02-08,1013,Denied,Also lot establish.,POL69697487
CLM64587004,2021-05-01,84425,Denied,Teach property same.,POL01090154
CLM59208406,2024-08-13,70721,Pending,Sure turn win somebody food your scene foreign.,POL44316628
CLM56398900,2020-07-27,17196,Denied,Pick happen show kind.,POL34720084
CLM61850740,2021-01-17,66676,Denied,Research game name.,POL04929943
CLM34237949,2021-03-04,50722,Approved,Wish rule drop similar.,POL78473646
CLM00566481,2020-09-13,77350,Pending,Cost case wear option.,POL04312649
CLM11087047,2020-12-02,45798,Approved,Development help under save real someone.,POL79056359
CLM12976594,2023-09-16,24211,Denied,Rest look yes very choice source.,POL32589050
CLM01153665,2021-11-06,57407,Denied,Information all and degree.,POL91116374
CLM40187178,2020-06-21,50266,Denied,Really instead tonight.,POL78322093
CLM34235586,2023-12-24,31823,Pending,Without chair chance scientist.,POL33741751
CLM79042073,2021-05-31,60448,Denied,Boy subject commercial simply new.,POL80996561
CLM51827175,2024-04-14,75291,Pending,Heart mean close accept action production.,POL28263562
CLM41661161,2022-09-20,64303,Pending,Year see fact through again investment new.,POL49101853
CLM05900571,2020-09-03,65423,Approved,Anything send field see treat eat owner institution.,POL12156543
CLM33611490,2022-02-05,13596,Pending,Figure need movie glass arrive.,POL40049374
CLM59859082,2022-06-22,35753,Denied,Rule available community trip live such.,POL46609682
CLM91315492,2024-04-29,83033,Approved,Possible seat candidate local improve.,POL09476789
CLM05880548,2023-12-05,3235,Denied,Recognize smile source resource discussion.,POL85929126
CLM46361630,2020-03-29,30415,Denied,Very return result marriage pass minute.,POL73324138
CLM52264666,2021-03-13,75674,Pending,Candidate ago technology more some.,POL41613938
CLM56532537,2020-04-26,51177,Denied,Book nothing kid character.,POL26656861
CLM04273084,2022-05-24,22047,Pending,Be girl story small structure.,POL48887650
CLM72617479,2022-09-19,71706,Denied,Child weight rest unit such watch eye.,POL40292999
CLM57047176,2020-09-28,66729,Approved,Training stay have list today people.,POL82513265
CLM62242647,2023-03-22,42315,Approved,Institution born food drug.,POL72056803
CLM36920771,2020-09-26,91185,Approved,Science green cost day suggest.,POL05425412
CLM87486827,2020-01-12,99496,Approved,Church true produce we push green look.,POL13070623
CLM56651349,2021-11-10,3161,Pending,Scene staff arrive produce sign.,POL64331852
CLM60117181,2022-06-30,84587,Approved,Paper fly bit success.,POL54082537
CLM84143434,2023-08-09,48918,Approved,Reason floor head office.,POL82098917
CLM08700422,2024-06-07,34149,Approved,Enjoy easy beyond theory.,POL63879412
CLM15471822,2021-06-17,76531,Denied,Special company step outside safe condition.,POL63184474
CLM12406585,2024-07-17,62036,Pending,Back democratic raise play would east woman.,POL01976477
CLM96823995,2023-04-25,25680,Denied,Require choice someone college.,POL19177817
CLM10899537,2020-06-12,22505,Approved,Organization hold feeling you wind outside natural.,POL24578512
CLM27320009,2020-11-05,96100,Denied,Data sit standard indeed speak.,POL54636114
CLM75582970,2023-06-22,4747,Denied,Quite often financial final American specific analysis suffer.,POL68220534
CLM25810167,2023-07-22,16197,Denied,Wonder song her under.,POL68261547
CLM87995397,2022-05-15,76813,Denied,Pressure bill several.,POL81437740
CLM24843108,2020-11-19,84831,Denied,Pm full street necessary agreement quality tree.,POL49595777
CLM23877047,2022-11-24,31499,Approved,Family experience suddenly up still work win.,POL32368471
CLM94796935,2024-04-06,60579,Denied,Their story quite name however.,POL62259131
CLM06383796,2022-10-30,44175,Pending,Coach social sometimes.,POL81202373
CLM81530036,2020-01-19,23237,Pending,Nation treat road career.,POL39253825
CLM31451820,2024-10-24,71082,Denied,Return front ready value such college professional.,POL72122375
CLM97984258,2021-01-26,80778,Denied,Product consider fear eat measure name common career.,POL71741054
CLM85252943,2021-11-06,32446,Denied,Material dark them teach star baby develop.,POL88583388
CLM39180678,2020-07-12,61785,Denied,Science rise record strong.,POL11377387
CLM43566527,2020-05-29,96695,Denied,Forward service because gun.,POL58724717
CLM96604994,2024-12-17,74800,Pending,Great contain get spring affect.,POL77562289
CLM55546626,2023-07-12,14880,Denied,Often window current position.,POL10353696
CLM71948896,2024-01-15,62574,Approved,About occur administration nothing Congress nature though.,POL48346440
CLM75836504,2020-09-01,19428,Denied,Chance sense ability force.,POL37350059
CLM23083413,2023-02-03,23598,Pending,Congress wrong really score billion.,POL19362691
CLM25501785,2020-04-16,41364,Denied,Professor east allow professor red artist air.,POL04612795
CLM73605799,2021-10-15,69058,Pending,Listen among various.,POL57229212
CLM62879210,2024-04-10,46590,Pending,Life unit on hard enjoy sister.,POL31299981
CLM70514304,2019-12-29,69795,Denied,Benefit prove follow run degree fine.,POL73068892
CLM56635779,2020-02-23,43085,Approved,Check PM series gun.,POL83870465
CLM51557119,2022-10-15,64304,Denied,Various lawyer exist kitchen around.,POL39660520
CLM43646957,2021-03-11,23011,Pending,Better so way recent manage.,POL23715386
CLM22071081,2021-07-04,59932,Denied,At will total politics learn.,POL64301411
CLM97766267,2021-04-04,41799,Denied,Position difficult even color during do generation.,POL17046298
CLM99778539,2023-07-30,74046,Approved,Environment test write.,POL24131589
CLM35651039,2022-11-25,89259,Approved,Glass more argue clear member field call.,POL28794187
CLM10507180,2022-01-04,5513,Pending,By able hundred could parent.,POL21489269
CLM10824883,2022-10-16,30322,Pending,Build tend sing radio.,POL14019439
CLM84286557,2022-06-24,36003,Approved,Edge they respond maybe production wife.,POL14706176
CLM39000986,2020-05-09,18181,Pending,Forget performance wide current item poor other raise.,POL05468446
CLM59865336,2024-02-06,38489,Approved,Someone go party first information what bank edge.,POL21071314
CLM62176087,2020-11-05,89043,Pending,No book part may plant leave none.,POL95945115
CLM17672774,2024-09-23,9940,Approved,Model whom choose.,POL69697487
CLM02853675,2021-11-22,39712,Approved,His fight economic say.,POL88925713
CLM37119349,2023-12-30,94901,Approved,Bank summer defense similar.,POL71377159
CLM42245770,2022-01-25,57637,Approved,Increase dinner information camera worker book.,POL96066215
CLM00861621,2023-04-10,22253,Denied,Play plant well it glass government church.,POL93930819
CLM89123092,2024-04-12,8389,Denied,Will score style perhaps.,POL86878649
CLM96900327,2020-01-03,13648,Denied,Right week figure minute can case.,POL59492840
CLM46886195,2020-06-08,38523,Pending,Move hot still partner hundred generation.,POL93524693
CLM26637432,2020-11-29,81110,Pending,Single true mind.,POL56805499
CLM73878028,2022-08-12,26289,Pending,Stock several view market.,POL64841687
CLM44457548,2020-05-08,30554,Denied,Teach never name up window notice.,POL29271605
CLM11825005,2021-08-16,51081,Approved,Garden raise role special account.,POL03368809
CLM78418238,2020-02-26,36557,Pending,Teacher him college.,POL91451194
CLM23935196,2022-08-31,11257,Approved,Reason ready eight sense how north.,POL59886107
CLM86984834,2022-11-28,50189,Denied,Citizen soon off card them join rule.,POL24773335
CLM09140693,2022-10-25,5167,Approved,Magazine ask serious practice travel.,POL28937515
CLM30351248,2020-12-24,49199,Denied,Full still face record board upon as.,POL92884987
CLM15323616,2021-03-13,42228,Denied,Mother answer agree meeting result.,POL53424615
CLM72151829,2022-06-09,31994,Denied,Shake company never prove possible street whether.,POL86127854
CLM91346823,2020-07-30,41359,Pending,Else firm address test case night.,POL42638741
CLM85837623,2021-07-13,39600,Approved,Sister word manager national information image.,POL93065434
CLM87229954,2024-04-25,35707,Approved,Will writer significant majority child environment.,POL40501212
CLM94203304,2024-08-21,74259,Pending,Position third lot note.,POL79722953
CLM94512474,2023-02-05,71496,Denied,Before involve daughter although tree.,POL01267201
CLM64889323,2021-09-26,29965,Denied,History along treat clearly friend start it.,POL29685812
CLM39561067,2024-07-01,68973,Denied,Win sell key total impact address stage.,POL12256062
CLM13002336,2023-11-19,79140,Approved,Boy movement ask traditional relationship skin.,POL48255103
CLM76793265,2022-05-15,9304,Denied,High number quality newspaper too.,POL11682509
CLM50559172,2021-07-07,42025,Denied,Camera list all.,POL12716498
CLM67155560,2023-06-30,69523,Approved,State rich movement particularly behavior fact.,POL33015134
CLM68602776,2023-03-03,21695,Denied,Fill building finally move teacher tonight price.,POL58297595
CLM04562654,2022-04-21,72991,Approved,True place sense past.,POL27988636
CLM81117007,2021-01-14,84759,Denied,Born direction keep avoid low be her.,POL13383594
CLM13714275,2020-04-30,92123,Denied,President face exactly group.,POL38343188
CLM37302134,2022-09-18,64673,Pending,Walk south night rather else ability authority expect.,POL75914495
CLM13093637,2023-03-30,11955,Denied,Issue past process show.,POL92218615
